date,profile_id,longitude,latitude,upper_depth,lower_depth,clay,elcosp,orgc,phaq,sand,silt
1969-8-11,1358127,-100.4624931532973,21.496250642245176,0,15,40.0,2.0,26.0,6.3,44.0,16.0
1969-8-15,1601435,-101.69588720366309,21.74167304403519,0,12,22.0,2.0,9.0,6.1,48.0,30.0
1969-8-15,1601435,-101.69588720366309,21.74167304403519,12,28,26.0,2.0,6.0,6.4,46.0,28.0
1969-8-21,1149366,-102.5732279104481,22.971119500012314,0,18,8.0,2.0,31.0,7.5,60.0,32.0
1969-8-5,1184329,-101.57868517715933,21.88756431824891,0,15,16.0,2.0,6.0,7.1,48.0,36.0
1969-8-5,1496958,-101.48303583344769,21.801815698525886,0,15,14.0,2.0,4.0,6.2,62.0,24.0
1969-8-7,1219131,-101.55262161345883,21.67496685979649,0,30,16.0,2.0,10.0,6.4,58.0,26.0
1969-9-7,1253950,-100.81132106341794,21.916830055077874,0,20,28.0,2.0,10.0,6.0,54.0,18.0
1969-9-7,1323320,-101.82788474263606,21.271137577257935,0,17,12.0,2.0,3.0,6.1,68.0,20.0
1969-9-7,1323320,-101.82788474263606,21.271137577257935,17,30,18.0,2.0,2.0,6.1,56.0,26.0
1970-1-8,1184273,-102.63353609431066,22.171761859229512,0,25,20.0,2.0,27.0,6.5,50.0,30.0
1970-10-16,1427624,-103.62526141671093,22.3604543343656,0,18,26.0,2.0,38.0,5.7,60.0,14.0
1970-10-17,1288656,-103.51331574655457,22.454840563490134,0,10,30.0,2.0,18.0,6.0,34.0,36.0
1970-10-17,1288656,-103.51331574655457,22.454840563490134,10,18,28.0,2.0,10.0,6.1,40.0,32.0
1970-10-17,1288656,-103.51331574655457,22.454840563490134,18,25,34.0,2.0,4.0,7.0,28.0,38.0
1970-10-7,1219063,-103.27509688875539,22.05058154166174,0,28,44.0,2.0,19.0,7.8,34.0,22.0
1970-10-7,1566521,-103.20777670920819,22.228271875657338,0,13,20.0,2.0,23.0,7.8,56.0,24.0
1970-10-8,1149371,-103.32354953102134,22.309332219197515,0,20,20.0,2.0,17.0,7.0,54.0,26.0
1970-10-9,1531695,-103.12661076004385,22.191004474213194,0,26,22.0,2.0,17.0,7.6,42.0,36.0
1970-10-9,1670816,-103.42117178166045,22.314314849347515,0,20,20.0,2.0,27.0,6.1,56.0,24.0
1970-11-16,1636207,-103.77677305085383,22.781553723888873,0,14,26.0,2.0,36.0,6.0,38.0,36.0
1970-11-16,1636207,-103.77677305085383,22.781553723888873,14,25,28.0,2.0,60.0,5.4,30.0,42.0
1970-4-10,1219037,-104.36652037030423,23.62153979525999,0,25,12.0,2.0,5.0,8.1,64.0,24.0
1970-4-22,1149617,-102.78964685467962,26.534629316184827,0,20,18.0,2.0,10.0,8.8,52.0,30.0
1970-7-15,1531693,-102.61946442602274,22.572406290906724,0,21,19.0,2.0,15.0,7.6,55.0,26.0
1970-7-15,1601385,-102.3159516314255,22.70201101460833,0,15,21.0,2.0,30.0,8.3,47.0,32.0
1970-7-19,1601386,-102.79629730051168,22.687784471372243,0,13,33.0,2.0,46.0,5.9,39.0,28.0
1970-7-19,1601387,-102.68175166751837,22.64761805522275,0,28,21.0,2.0,14.0,7.6,55.0,24.0
1970-7-26,1670814,-102.71688303596454,22.385205688418726,0,11,12.0,2.0,8.0,6.3,60.0,28.0
1970-7-26,1670814,-102.71688303596454,22.385205688418726,11,12,38.0,2.0,7.0,7.3,38.0,24.0
1970-8-10,1288884,-102.14690056927083,26.87720668924421,0,12,20.0,2.0,10.0,8.1,30.0,50.0
1970-8-11,1496864,-104.6658607937395,23.319201391549175,0,25,18.0,2.0,39.0,5.6,32.0,50.0
1970-8-11,1566720,-102.97838530010092,26.841684473944316,0,12,22.0,2.0,8.0,8.2,50.0,28.0
1970-8-13,1531906,-103.57941897299419,26.79009812995949,0,9,26.0,2.0,29.0,8.0,46.0,28.0
1970-8-13,1531906,-103.57941897299419,26.79009812995949,9,22,30.0,2.0,11.0,8.0,48.0,22.0
1970-8-14,1149614,-103.40494204889491,26.775805940412027,0,17,18.0,2.0,5.0,7.8,52.0,30.0
1970-8-14,1219060,-102.44960886685516,22.180882015513497,0,20,28.0,2.0,11.0,7.1,54.0,18.0
1970-8-15,1323487,-103.69408103731942,26.727657031728526,0,20,20.0,2.0,2.0,8.4,60.0,20.0
1970-8-16,1149616,-102.09817266338642,26.714599713833287,0,16,18.0,2.0,11.0,8.4,80.0,2.0
1970-8-17,1636418,-102.48900079983926,26.671892652009262,0,29,36.0,11.9,6.0,6.0,28.0,36.0
1970-8-18,1219307,-103.17701487094737,26.64419480911377,0,30,20.0,2.0,10.0,8.3,46.0,34.0
1970-8-19,1636419,-103.79248340136229,26.629361318643245,0,18,26.0,2.0,10.0,8.4,38.0,36.0
1970-8-23,1671038,-103.69096198281595,26.511789931722873,0,18,22.0,2.0,5.0,9.0,54.0,24.0
1970-8-24,1358309,-103.82778469997406,26.50214406196325,0,20,28.0,4.0,12.0,8.7,64.0,8.0
1970-8-26,1288887,-102.37398579713266,26.405293637357904,0,18,8.0,2.0,22.0,7.6,35.0,57.0
1970-8-27,1636421,-102.91834578761143,26.400844263970253,0,12,26.0,2.0,1.0,8.2,18.0,56.0
1970-8-28,1566722,-102.86658904155921,26.397490560394758,0,15,12.0,2.0,5.0,8.4,70.0,18.0
1970-8-31,1671040,-103.44397464115576,26.18757309198818,0,15,52.0,2.0,6.0,8.2,22.0,26.0
1970-8-6,1219303,-103.45248329793864,26.98249514227496,0,4,2.0,49.1,5.0,8.2,78.0,20.0
1970-8-6,1219303,-103.45248329793864,26.98249514227496,4,15,2.0,27.1,2.0,8.4,94.0,4.0
1970-9-1,1497139,-103.76107742643546,26.14487525582581,0,19,34.0,2.0,12.0,8.2,40.0,26.0
1970-9-16,1601384,-103.77426212192294,22.892131174366064,0,14,12.0,2.0,14.0,5.6,56.0,32.0
1970-9-18,1496880,-103.69235700057123,22.873308552631425,0,7,38.0,2.0,66.0,7.5,34.0,28.0
1970-9-18,1496880,-103.69235700057123,22.873308552631425,7,23,52.0,2.0,30.0,5.2,20.0,28.0
1970-9-2,1462384,-103.65046501429984,26.137793810431265,0,19,44.0,2.0,4.0,8.4,28.0,28.0
1970-9-24,1184269,-103.14845338702773,22.859997619055218,0,16,20.0,2.0,12.0,5.9,56.0,24.0
1970-9-26,1392782,-103.04406916020025,22.842219638897713,0,27,16.0,2.0,16.0,6.4,58.0,26.0
1970-9-27,1462178,-103.32811334460669,22.82214587663193,0,16,48.0,2.0,36.0,6.7,38.0,14.0
1970-9-3,1427623,-103.48420546942516,22.541580781999315,0,21,34.0,2.0,38.0,7.8,34.0,32.0
1970-9-3,1462385,-102.15657894160803,26.09755868977416,0,30,26.0,7.9,12.0,7.8,54.0,20.0
1970-9-4,1636423,-103.0617836969944,26.080056639939787,0,22,34.0,2.2,1.0,8.4,28.0,38.0
1970-9-5,1219311,-103.48101619601404,26.041325974550862,0,11,36.0,2.0,7.0,8.9,44.0,20.0
1970-9-5,1496882,-102.90305567514581,22.518861265037426,0,21,19.0,2.0,29.0,6.9,47.0,34.0
1970-9-5,1636208,-103.16609564779607,22.69772360345055,0,24,18.0,2.0,16.0,8.0,48.0,34.0
1970-9-6,1254121,-103.13448490065909,26.036761119746924,0,20,36.0,2.0,6.0,7.9,40.0,24.0
1971-10-12,1288702,-100.10340170230047,21.977607637743365,0,23,18.0,2.0,41.0,8.0,54.0,28.0
1971-10-18,1427702,-101.16543787496973,20.294257568076798,0,22,60.0,2.0,14.0,6.7,24.0,16.0
1971-10-19,1670896,-101.13065680724011,20.427159500381805,0,26,48.0,2.0,8.0,8.7,40.0,12.0
1971-10-21,1427700,-101.6692424412262,20.807946324959932,0,18,44.0,2.0,6.0,6.8,26.0,30.0
1971-10-22,1496846,-102.19816100283929,20.980045005289288,0,23,24.0,2.0,6.0,6.8,40.0,36.0
1971-10-3,1427701,-101.238223812313,20.647509099302134,0,20,54.0,2.0,11.0,6.7,30.0,16.0
1971-10-5,1253965,-101.00927982194699,20.19921986504815,0,20,62.0,5.5,16.0,8.8,24.0,14.0
1971-10-5,1323328,-101.05716280952973,20.26471711530466,0,25,32.0,6.0,3.0,9.8,37.0,31.0
1971-10-7,1427703,-101.1335652480424,20.141503080060083,0,20,60.0,2.0,19.0,6.2,26.0,14.0
1971-11-27,1496976,-101.59946610880245,20.29322430972231,0,30,56.0,2.0,8.0,7.6,28.0,16.0
1971-11-6,1601454,-100.74494516001711,20.03754689874115,0,22,46.0,2.0,14.0,6.5,40.0,14.0
1971-11-8,1462252,-100.565061602455,20.460967535105976,0,20,62.0,2.0,13.0,6.5,24.0,14.0
1971-12-1,1149340,-102.62781336917645,20.952244281650177,0,17,56.0,2.0,8.0,6.3,20.0,24.0
1971-12-1,1636173,-102.50207078900648,20.970768883606922,0,15,18.0,2.0,4.0,6.7,54.0,28.0
1971-12-1,1636173,-102.50207078900648,20.970768883606922,15,21,14.0,2.0,2.0,6.9,58.0,28.0
1971-12-10,1566586,-100.01371228867816,20.070081208570695,0,19,20.0,2.0,12.0,5.8,58.0,22.0
1971-12-10,1566586,-100.01371228867816,20.070081208570695,19,30,24.0,2.0,6.0,5.9,58.0,18.0
1971-12-11,1219148,-101.4291797550349,20.789950290992937,0,30,46.0,2.0,9.0,6.9,38.0,16.0
1971-12-12,1184328,-101.74149511453743,21.985065591521078,0,16,36.0,2.0,5.0,6.9,34.0,30.0
1971-12-12,1531753,-100.11256088455853,21.320322107508705,0,15,38.0,2.0,6.0,4.8,20.0,42.0
1971-12-7,1253953,-101.76718312578653,21.334268617849684,0,15,18.0,2.0,6.0,5.8,66.0,16.0
1971-12-7,1323318,-100.8038736775867,21.29390939860326,0,20,36.0,2.0,8.0,8.1,32.0,32.0
1971-12-7,1462236,-100.07554164711941,21.30763690573844,0,13,22.0,2.0,8.0,7.0,46.0,32.0
1971-12-8,1462235,-101.79988238861101,21.443864529680607,0,13,32.0,2.0,17.0,6.1,42.0,26.0
1971-12-8,1462235,-101.79988238861101,21.443864529680607,13,29,22.0,2.0,8.0,6.2,52.0,26.0
1971-12-8,1462237,-100.88559289280164,21.29314699855961,0,13,28.0,2.0,6.0,6.0,44.0,28.0
1971-12-8,1462237,-100.88559289280164,21.29314699855961,13,27,28.0,2.0,5.0,6.2,46.0,26.0
1971-2-20,1149461,-101.90554295526296,20.129912255615384,0,25,52.0,2.0,17.0,6.1,28.0,20.0
1971-3-20,1288659,-103.60863082073033,22.04581375333879,0,20,38.0,2.0,9.0,7.2,48.0,14.0
1971-3-31,1427622,-103.70315083525867,22.647652453426602,0,20,26.0,2.0,17.0,6.5,50.0,24.0
1971-4-13,1601394,-104.22648194934482,21.558666322029058,0,30,20.0,1.0,20.0,5.2,56.0,24.0
1971-4-2,1636212,-104.15287175553766,21.536554660925397,0,15,40.0,1.0,29.0,5.9,38.0,22.0
1971-4-3,1288661,-104.0692798273489,21.719720948239,0,30,34.0,1.0,8.0,5.9,44.0,22.0
1971-4-3,1601392,-104.96833209703573,21.875936875219782,0,24,30.0,1.0,29.0,4.8,32.0,38.0
1971-7-15,1392829,-101.17472057508594,21.454840384908465,0,10,28.0,2.0,9.0,6.8,38.0,34.0
1971-7-15,1392829,-101.17472057508594,21.454840384908465,10,20,40.0,2.0,8.0,6.3,38.0,22.0
1971-7-16,1358128,-101.23379138042708,21.421869006614646,0,16,22.0,2.0,5.0,5.7,52.0,26.0
1971-7-19,1462238,-100.88890735327624,21.25296252203318,0,10,28.0,2.0,7.0,5.9,52.0,20.0
1971-7-19,1462238,-100.88890735327624,21.25296252203318,10,30,24.0,2.0,8.0,6.0,50.0,26.0
1971-7-25,1427688,-100.9209448076524,21.080834964254212,0,16,24.0,2.0,10.0,7.0,44.0,32.0
1971-7-26,1219137,-100.74671988766582,21.096209569105056,0,26,28.0,2.0,14.0,7.4,52.0,20.0
1971-7-26,1323321,-100.53609604641801,21.075019471839553,0,18,16.0,2.0,5.0,8.0,66.0,18.0
1971-7-28,1392842,-100.61216736312927,20.92123667893477,0,26,40.0,2.0,14.0,5.9,34.0,26.0
1971-7-29,1636256,-101.70186244197541,21.025479616785834,0,28,52.0,2.0,10.0,7.4,26.0,22.0
1971-7-4,1427626,-103.9405219331786,22.177796147002113,0,17,28.0,2.0,20.0,5.8,56.0,16.0
1971-7-6,1358072,-104.10946989560574,22.071473736381595,0,28,22.0,2.0,16.0,6.3,58.0,20.0
1971-8-29,1392850,-100.15649609713024,20.213516799432714,0,24,34.0,2.0,15.0,5.4,44.0,22.0
1971-8-30,1184348,-100.22168444189403,20.162898452649795,0,20,38.0,2.0,23.0,6.1,36.0,26.0
1971-9-12,1184346,-100.09492597331011,20.458276688253466,0,14,30.0,2.0,9.0,6.1,52.0,18.0
1971-9-14,1462254,-100.28645836654223,20.304334196872105,0,12,32.0,2.0,13.0,6.1,46.0,22.0
1971-9-2,1253954,-100.18084096048871,21.07354386889436,0,26,14.0,2.0,7.0,5.8,76.0,10.0
1971-9-27,1323316,-101.29577208386158,21.458530188254315,0,20,22.0,2.0,15.0,6.1,44.0,34.0
1971-9-28,1149449,-101.29585055254617,21.171878657917283,0,10,26.0,2.0,10.0,6.7,48.0,26.0
1971-9-28,1149449,-101.29585055254617,21.171878657917283,10,30,50.0,2.0,3.0,7.0,34.0,16.0
1971-9-28,1636255,-101.22118994652435,21.17491017319906,0,10,16.0,2.0,30.0,5.9,52.0,32.0
1971-9-3,1462239,-100.17767989401119,21.202785221988833,0,28,12.0,2.0,7.0,6.3,74.0,14.0
1971-9-7,1219048,-105.51318704796154,22.77606285283608,0,27,22.0,2.0,16.0,4.9,46.0,32.0
1972-1-14,1496848,-102.290280751789,20.28411213866615,0,10,26.0,6.8,14.0,7.1,36.0,38.0
1972-1-14,1496848,-102.290280751789,20.28411213866615,10,24,52.0,30.8,4.0,8.0,28.0,20.0
1972-1-16,1149342,-103.97153272528644,20.22878879684959,0,18,28.0,2.0,16.0,6.6,34.0,38.0
1972-1-24,1670787,-102.06536570520092,20.058427678746433,0,30,52.0,2.0,12.0,7.8,32.0,16.0
1972-10-20,1636005,-99.21449212738135,18.35586024923349,0,22,24.0,1.0,16.0,6.7,56.0,20.0
1972-11-24,1461990,-99.73631683756388,18.535416685357713,0,9,26.0,1.0,67.0,7.1,34.0,40.0
1972-11-25,1496677,-99.79550530365555,18.700411187669047,0,30,60.0,1.0,10.0,5.6,18.0,22.0
1972-2-16,1149458,-101.72623928891753,20.44261207929421,0,30,34.0,2.0,15.0,6.4,42.0,24.0
1972-2-22,1636174,-102.11118128452031,20.652269376064492,0,13,38.0,2.0,12.0,5.2,40.0,22.0
1972-3-1,1149341,-103.07832660182501,20.015855248108146,0,10,36.0,2.0,29.0,5.8,44.0,20.0
1972-3-1,1670786,-103.61697296997136,20.002779323845967,0,22,32.0,2.0,21.0,7.7,32.0,36.0
1972-3-13,1427587,-103.35457667131061,20.465317031831635,0,22,24.0,2.0,12.0,6.4,44.0,32.0
1972-3-14,1496847,-103.59433947252633,20.344093074581195,0,9,32.0,15.4,12.0,9.6,50.0,18.0
1972-3-15,1184238,-103.15687769973745,20.122368384202854,0,22,22.0,2.0,12.0,6.5,68.0,10.0
1972-3-15,1566490,-103.19129229783832,20.941964743883574,0,22,36.0,2.0,7.0,5.6,36.0,28.0
1972-3-17,1392827,-100.25842578568549,21.69348209663767,0,15,32.0,2.0,8.0,5.2,32.0,36.0
1972-3-21,1253868,-103.75961084525362,20.75729551374217,0,25,20.0,1.9,9.0,5.6,56.0,24.0
1972-3-7,1566587,-101.54314544966078,20.04009710924677,0,18,26.0,2.0,16.0,6.0,48.0,26.0
1972-6-13,1427614,-105.09742923214192,22.611624400738112,0,15,30.0,2.0,14.0,6.4,40.0,30.0
1972-7-10,1462161,-104.7202228338941,23.058294324461933,0,25,36.0,2.0,13.0,4.9,36.0,28.0
1972-7-17,1531662,-103.89123595789839,20.41668069273081,0,30,38.0,2.0,12.0,7.1,46.0,16.0
1972-7-18,1219030,-103.79452556419798,20.714177617126236,0,8,24.0,2.0,26.0,6.4,54.0,22.0
1972-7-18,1219030,-103.79452556419798,20.714177617126236,8,21,32.0,2.0,14.0,6.3,44.0,24.0
1972-7-27,1323228,-105.09357593927628,23.5343867768974,0,12,32.0,2.0,7.0,6.1,32.0,36.0
1972-8-6,1427598,-105.17774556830557,23.20719492760133,0,30,32.0,6.2,9.0,6.0,32.0,36.0
1973-3-1,1462155,-102.91530390901676,20.561328239844816,0,12,40.0,2.0,26.0,5.8,32.0,28.0
1973-3-21,1288639,-103.537891495228,20.79350673539424,0,20,22.0,2.0,11.0,5.5,52.0,26.0
1973-3-29,1219029,-102.79355410076083,20.924661871024096,0,27,32.0,2.0,24.0,5.9,30.0,38.0
1973-3-30,1531660,-102.91261830655904,20.75862749038564,0,15,46.0,2.0,15.0,5.4,26.0,28.0
1973-8-7,1288883,-103.79035631712077,26.936478541880714,0,13,8.0,2.0,0.0,8.8,82.0,10.0
1973-8-7,1288883,-103.79035631712077,26.936478541880714,13,29,10.0,2.0,2.0,8.8,86.0,4.0
1973-9-9,1531661,-102.15218656068888,20.74186872596282,0,23,22.0,2.0,15.0,5.5,48.0,30.0
1974-12-5,1219031,-103.11428043090838,20.561340985976084,0,30,36.0,2.0,9.0,6.8,44.0,20.0
1975-1-15,1496624,-105.39502235220046,19.98482561734269,0,20,10.0,1.0,11.0,7.2,72.0,18.0
1975-4-22,1392765,-105.44919645691884,23.323586806584895,0,8,28.0,2.0,33.0,5.0,42.0,30.0
1975-4-29,1497136,-103.63654674655915,26.648859809960758,0,13,20.0,2.0,12.0,8.2,52.0,28.0
1975-9-28,1288439,-104.53203835083646,19.48698857116281,0,22,44.0,1.0,23.0,6.3,28.0,28.0
1975-9-6,1288485,-99.08577938183986,18.67327519799466,0,26,32.0,1.0,36.0,7.8,36.0,32.0
1977-11-9,1462156,-102.39654328039933,20.706913002307225,0,20,54.0,2.0,15.0,5.8,28.0,18.0
1979-3-28,1184323,-98.31300097609416,22.262192988268975,0,25,58.0,2.0,8.0,8.6,28.0,14.0
1979-3-29,1323310,-98.03558860702452,22.279208701078446,0,18,26.0,2.5,48.0,8.0,30.0,44.0
1979-4-1,1531745,-98.12970889196939,22.532009140592304,0,19,16.0,2.0,28.0,8.3,64.0,20.0
1979-4-4,1184317,-98.01630265935378,22.9870665510349,0,19,28.0,2.0,41.0,6.2,24.0,48.0
1979-4-5,1149431,-98.08265496542383,22.64326329895111,0,17,46.0,2.0,20.0,7.6,34.0,20.0
1979-6-10,1149430,-98.40099008911507,22.741994983348604,0,27,50.0,3.0,19.0,7.9,28.0,22.0
1979-6-11,1496946,-98.54600529074041,22.530093045052443,0,17,26.0,2.0,14.0,7.9,32.0,42.0
1979-6-11,1496946,-98.54600529074041,22.530093045052443,17,30,28.0,2.0,14.0,7.8,44.0,28.0
1979-6-11,1636537,-98.61914446649025,24.79457102511876,0,28,34.0,3.0,17.0,7.8,58.0,8.0
1979-6-14,1184325,-98.76569279557029,22.094402049571112,0,20,56.0,2.0,29.0,7.7,22.0,22.0
1979-6-14,1358121,-98.85995685683055,22.27614504059923,0,18,42.0,2.0,22.0,8.0,28.0,30.0
1979-6-14,1462495,-99.8443940802021,24.94274817830734,0,10,54.0,1.0,12.0,7.6,16.0,30.0
1979-6-15,1219425,-99.52447656909895,24.93675181614607,0,20,40.0,2.0,21.0,7.7,28.0,32.0
1979-6-15,1289003,-99.68022206552489,24.77385199995109,0,15,36.0,2.0,19.0,7.0,46.0,18.0
1979-6-15,1289003,-99.68022206552489,24.77385199995109,15,30,38.0,2.0,15.0,7.0,42.0,20.0
1979-6-16,1358431,-98.48109652562717,24.917030150689172,0,25,28.0,2.0,23.0,7.9,44.0,28.0
1979-6-16,1393127,-116.28166514161911,31.90595801557396,0,22,10.0,2.0,1.0,6.8,70.0,20.0
1979-6-16,1393127,-116.28166514161911,31.90595801557396,22,27,8.0,2.0,1.0,6.9,72.0,20.0
1979-6-16,1496953,-98.45130979382816,22.173094701569998,0,20,52.0,7.5,16.0,7.9,26.0,22.0
1979-6-17,1532032,-116.54562954309792,31.55887779776359,0,20,22.0,2.0,11.0,7.0,56.0,22.0
1979-6-17,1566838,-116.30375052816808,31.864094709922043,0,9,8.0,2.0,3.0,6.7,66.0,26.0
1979-6-18,1323622,-116.51215363259305,31.427630904184767,0,20,20.0,3.5,9.0,7.1,54.0,26.0
1979-6-18,1427987,-116.03807295088805,31.27439051931944,0,16,8.0,2.5,4.0,6.0,68.0,24.0
1979-6-6,1184587,-98.63853375235644,24.512324473431264,0,20,38.0,2.5,129.0,7.4,30.0,32.0
1979-6-8,1671138,-98.97263022380176,24.564002451259043,0,23,12.0,2.0,8.0,8.1,80.0,8.0
1979-6-9,1184586,-98.16154798938372,24.627831921071163,0,22,30.0,2.0,11.0,8.1,48.0,22.0
1979-6-9,1462229,-98.82666996090532,22.99317380752054,0,25,18.0,2.0,14.0,7.9,60.0,22.0
1979-6-9,1497253,-98.19864983333574,24.790910326559292,0,22,24.0,2.0,15.0,7.9,30.0,46.0
1979-7-17,1358444,-116.15294923801974,30.95743917965255,0,16,13.0,0.2,14.0,7.3,55.0,32.0
1979-7-17,1462515,-115.87188322138506,30.87809794671441,0,11,12.0,2.0,9.0,6.4,62.0,26.0
1979-7-17,1462515,-115.87188322138506,30.87809794671441,11,19,14.0,2.0,2.0,6.8,58.0,28.0
1979-7-19,1566854,-115.89771480452325,30.691904149248185,0,21,14.0,2.0,7.0,6.5,62.0,24.0
1979-7-20,1427996,-115.6030729173988,30.606690360710573,0,12,24.0,2.0,5.0,7.1,36.0,40.0
1979-7-21,1358452,-112.49160085090983,31.570125361917174,0,18,12.0,2.0,1.0,8.2,64.0,24.0
1979-7-21,1427997,-115.93750234193269,30.574454369527118,0,19,10.0,2.0,8.0,7.6,72.0,18.0
1979-7-21,1428009,-113.25457601778224,31.76607102849468,0,29,6.0,2.0,1.0,8.3,90.0,4.0
1979-7-21,1428010,-113.00426961748207,31.65370148788089,0,12,4.0,2.0,7.0,7.8,76.0,20.0
1979-7-21,1428010,-113.00426961748207,31.65370148788089,12,24,4.0,2.0,1.0,8.2,78.0,18.0
1979-7-21,1462524,-112.23697226573684,31.59203357295814,0,16,16.0,2.0,1.0,8.3,58.0,26.0
1979-7-21,1601736,-114.69103060503502,30.580774405152813,0,22,8.0,2.0,1.0,8.2,66.0,26.0
1979-7-22,1393160,-113.20944502774456,31.970809350016346,0,30,10.0,10.0,1.0,8.6,68.0,22.0
1979-7-22,1532041,-114.68208720838948,30.527609088052504,0,14,12.0,25.0,1.0,8.1,54.0,34.0
1979-7-23,1393143,-115.51428557453029,30.423246038422068,0,13,10.0,2.0,5.0,6.8,76.0,14.0
1979-7-23,1393143,-115.51428557453029,30.423246038422068,13,26,12.0,2.0,4.0,7.5,76.0,12.0
1979-7-24,1184608,-112.16857001677859,31.26220059928777,0,6,22.0,2.0,5.0,8.3,54.0,24.0
1979-7-24,1184608,-112.16857001677859,31.26220059928777,6,26,34.0,2.0,5.0,8.3,42.0,24.0
1979-7-24,1184609,-112.33211368481581,31.061676178722994,0,19,12.0,2.0,4.0,8.1,68.0,20.0
1979-7-24,1601737,-115.87351073862388,30.383001728657693,0,17,12.0,2.5,2.0,7.9,66.0,22.0
1979-7-25,1219457,-112.51015380697821,31.414419653169208,0,18,14.0,2.0,5.0,8.3,62.0,24.0
1979-7-25,1289032,-112.879774502206,31.490747291666807,0,20,4.0,2.0,1.0,8.0,70.0,26.0
1979-7-25,1497278,-115.26150881971606,30.38174940401087,0,13,22.0,2.0,4.0,7.5,54.0,24.0
1979-7-25,1601751,-112.16475943552653,31.40042789584721,0,21,16.0,2.0,5.0,8.3,62.0,22.0
1979-7-26,1427999,-114.64771437195492,30.343859819319658,0,11,40.0,30.0,1.0,7.8,18.0,42.0
1979-7-27,1254269,-115.75763584653367,30.32182307168854,0,16,14.0,2.0,2.0,6.5,62.0,24.0
1979-7-27,1289033,-112.50647968732483,31.313981051154503,0,14,6.0,2.0,1.0,7.7,82.0,12.0
1979-7-27,1323638,-112.18800978863386,31.33916630236997,0,12,12.0,2.0,5.0,7.3,62.0,26.0
1979-7-27,1393161,-113.2421783943419,31.84037760869196,0,19,6.0,2.0,2.0,8.4,82.0,12.0
1979-7-27,1428011,-112.10396510898103,31.255124121647274,0,20,12.0,2.0,1.0,6.7,66.0,22.0
1979-7-28,1219445,-115.66111818603723,30.21031318732951,0,19,16.0,2.0,8.0,5.4,52.0,32.0
1979-7-29,1184599,-115.26210446784442,30.180738080665442,0,9,16.0,2.0,5.0,7.9,64.0,20.0
1979-7-30,1566857,-115.38346398438676,30.14128669502262,0,25,32.0,2.0,2.0,7.3,44.0,24.0
1979-8-1,1219446,-115.06228046441998,30.078136262269613,0,16,24.0,2.0,2.0,7.0,58.0,18.0
1979-8-10,1219439,-116.16390541816928,30.86856224912376,0,12,14.0,2.0,10.0,8.1,56.0,30.0
1979-8-10,1219439,-116.16390541816928,30.86856224912376,12,22,12.0,2.0,5.0,8.2,60.0,28.0
1979-8-11,1566851,-116.02030346162482,30.847259568129758,0,30,26.0,13.0,6.0,7.7,28.0,46.0
1979-8-12,1636556,-116.01145678814825,30.689293990643286,0,19,44.0,15.0,2.0,7.6,38.0,18.0
1979-8-13,1601735,-116.01438884140968,30.657736234808226,0,17,18.0,5.0,3.0,7.9,50.0,32.0
1979-8-18,1462683,-115.63075260589689,32.62554867182668,0,30,62.0,15.0,5.0,8.2,22.0,16.0
1979-8-2,1601738,-114.6089309109653,30.076513556424384,0,18,6.0,2.0,1.0,8.2,82.0,12.0
1979-8-20,1636745,-116.0414668083654,32.363821596209746,0,7,4.0,2.0,10.0,6.9,76.0,20.0
1979-8-20,1636745,-116.0414668083654,32.363821596209746,7,30,18.0,2.0,6.0,6.9,66.0,16.0
1979-8-21,1323786,-116.73047743307859,32.327078461405925,0,16,14.0,2.0,15.0,6.3,54.0,32.0
1979-8-25,1497443,-115.22909040685438,32.02108672168236,0,15,44.0,15.0,16.0,7.8,18.0,38.0
1979-8-3,1254272,-115.57194810697442,30.040336515862567,0,22,18.0,3.5,5.0,7.8,48.0,34.0
1979-8-4,1566850,-116.22835599507493,30.982874861566547,0,11,6.0,2.0,6.0,8.1,72.0,22.0
1979-8-4,1566850,-116.22835599507493,30.982874861566547,11,14,8.0,2.0,4.0,7.9,68.0,24.0
1979-8-6,1323628,-116.30437904460382,30.969768766341343,0,14,14.0,4.5,8.0,7.0,64.0,22.0
1979-8-7,1497273,-116.07416894008203,30.953671672330096,0,15,28.0,2.0,12.0,7.0,52.0,20.0
1979-8-9,1427994,-116.16754267195057,30.90129364663558,0,13,18.0,2.0,12.0,7.1,54.0,28.0
1980-1-22,1149763,-112.13913178478874,30.236001424664185,0,20,6.0,2.0,3.0,8.2,76.0,18.0
1980-1-23,1566882,-112.1205886045702,30.164111298297883,0,17,12.0,2.0,1.0,8.4,68.0,20.0
1980-1-24,1184625,-112.25803630779887,30.25944546771234,0,20,22.0,2.0,3.0,8.1,38.0,40.0
1980-1-28,1427978,-98.83150397622721,24.354825253850535,0,29,38.0,2.0,18.0,7.9,46.0,16.0
1980-1-31,1219431,-98.65288729697983,24.100386780224465,0,28,42.0,2.0,38.0,7.8,34.0,24.0
1980-2-18,1184588,-99.92706829779674,24.442333376172474,0,10,36.0,2.0,49.0,8.1,42.0,22.0
1980-2-2,1566836,-98.23497633403494,24.015501875503254,0,25,48.0,2.0,13.0,8.2,32.0,20.0
1980-2-23,1532027,-99.31605495349346,24.052243745337524,0,22,38.0,2.0,28.0,8.0,28.0,34.0
1980-2-5,1219429,-98.22079225461609,24.483186581800375,0,16,22.0,2.0,13.0,8.0,62.0,16.0
